1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0.972197 0.941969 0.910518 0.879856 0.857838 0.850367 0.871374 0.912474 0.955236 1.02548 1.05623 1.10291 1.11523 1.06926 1.09225 1.09972 1.24982 1.28131 1.31718 1.28345 1.24811 1.18354 1.16559 1.13046 1.17784 1.24744 1.19028 1.15769 1.13981 1.18959 1.18156 1.19144 1.18297 1.15701 1.10327 1.07592 1.04855 1.03997 1.02349 
1 0.949822 0.894031 0.841794 0.790359 0.751931 0.734345 0.757725 0.82479 0.850358 0.900942 0.926876 0.962812 0.980413 0.996861 1.08337 1.20342 1.67329 1.76033 1.64263 1.50641 1.41492 1.56048 1.43231 1.48314 1.44428 1.53251 1.50947 1.48386 1.46303 1.32797 1.3548 1.44224 1.42645 1.34967 1.23874 1.17049 1.1023 1.07846 1.05205 
1 0.934196 0.863099 0.798539 0.737251 0.683851 0.644412 0.63414 0.6824 0.726909 0.818178 0.887684 0.928397 0.944728 1.00919 1.21758 1.37554 1.93786 2.07703 2.14317 1.83641 1.92953 2.05145 2.25015 2.16328 1.78196 1.71093 1.78181 1.83304 1.8262 1.81145 1.80976 1.80753 1.70074 1.63443 1.40123 1.31672 1.17069 1.12223 1.07928 
1 0.909222 0.80808 0.714182 0.623448 0.551706 0.51464 0.539995 0.647738 0.69606 0.852609 0.921419 1.03906 1.04849 0.993526 1.16331 1.30856 2.08986 2.23986 2.2478 2.00928 2.12823 2.28694 2.64851 2.52956 2.12643 2.02483 2.11547 2.17414 2.16584 2.07187 2.07228 2.08041 1.97837 1.89571 1.56821 1.44488 1.22817 1.15902 1.10453 
1 0.891691 0.774613 0.664802 0.558599 0.473752 0.427024 0.435156 0.502678 0.579687 0.694295 0.815659 0.90638 0.962241 1.0444 1.31389 1.53511 2.32536 2.51847 2.54748 2.17263 2.33086 2.53355 2.96199 2.8755 2.36869 2.28787 2.35776 2.37888 2.39545 2.4631 2.43272 2.35173 2.16393 2.06786 1.71159 1.56641 1.28944 1.19703 1.12341 
1 0.875213 0.743057 0.617915 0.499707 0.400193 0.335859 0.33585 0.413327 0.502982 0.625071 0.752598 0.817574 0.902646 1.0183 1.3522 1.59093 2.43111 2.64881 2.68392 2.28881 2.45642 2.65267 3.05131 2.96121 2.49748 2.44869 2.50944 2.43341 2.48326 2.61542 2.56577 2.45563 2.21016 2.10704 1.77193 1.61895 1.33626 1.2294 1.13352 
1 0.861034 0.715345 0.569087 0.431234 0.317179 0.249527 0.262895 0.390601 0.458987 0.657987 0.783975 0.919888 0.953246 0.997664 1.26731 1.54433 2.47717 2.69106 2.6607 2.32687 2.49448 2.66828 2.98424 2.80841 2.59962 2.52178 2.53349 2.38594 2.37933 2.38256 2.3153 2.23487 2.01759 1.89919 1.66641 1.52856 1.35149 1.2465 1.12905 
1 0.853002 0.7025 0.539308 0.390786 0.265497 0.186163 0.173759 0.252602 0.368808 0.493789 0.655781 0.745106 0.861388 0.996861 1.33249 1.62082 2.51347 2.75215 2.71904 2.31844 2.47209 2.65241 2.79027 2.62867 2.59866 2.41615 2.38318 2.27009 2.19683 2.04555 2.01194 1.97842 1.85143 1.73612 1.50519 1.37522 1.29711 1.23274 1.1046 
1 0.845181 0.677338 0.48818 0.319194 0.180531 0.106012 0.124119 0.221637 0.329792 0.449579 0.592779 0.674311 0.814138 0.959769 1.30386 1.60307 2.46204 2.69987 2.65951 2.29864 2.40492 2.52266 2.53579 2.34783 2.38304 2.30046 2.26278 2.10315 2.0487 1.79774 1.70789 1.50641 1.52006 1.42174 1.42038 1.2748 1.26685 1.16802 1.0907 
1 0.838765 0.678609 0.472064 0.298668 0.150197 0.0648622 0.0486047 0.129675 0.258237 0.409308 0.60479 0.692128 0.803223 0.927592 1.26122 1.54751 2.34591 2.56899 2.49216 2.14379 2.25907 2.40189 2.40207 2.22945 2.18795 1.96915 1.88429 1.85908 1.8186 1.65495 1.4867 1.23027 1.23512 1.18523 1.24968 1.15658 1.17135 1.14195 1.05149 
1 0.839815 0.661975 0.426469 0.233274 0.0755956 0.00106884 0.0231095 0.114746 0.225314 0.368708 0.513196 0.61351 0.74632 0.896374 1.23252 1.52686 2.26048 2.47135 2.34519 1.97896 2.03981 2.18368 2.20672 2.15967 1.96078 1.87463 1.60873 1.56445 1.61037 1.52782 1.38719 1.08967 1.03865 0.994682 1.13038 1.07673 1.0967 1.09449 1.02569 
1 0.829852 0.666738 0.430892 0.240272 0.0761905 -0.0103493 -0.0346502 0.0341862 0.17619 0.295694 0.452675 0.544442 0.696431 0.849085 1.17381 1.45927 2.10795 2.30955 2.1913 1.85305 1.85685 1.93722 1.94691 1.95355 1.79268 1.74854 1.41214 1.42171 1.37928 1.31047 1.16097 1.00625 0.880504 0.835967 0.898775 0.983721 1.05928 1.07706 0.993101 
1 0.824803 0.63892 0.369316 0.169069 0.0170988 -0.050487 -0.021397 0.0621933 0.164604 0.289861 0.4369 0.535367 0.66624 0.810825 1.10697 1.36428 1.89338 2.06007 1.96665 1.74103 1.70493 1.65199 1.64653 1.70174 1.55238 1.53331 1.31736 1.25266 1.06546 1.02664 0.975093 0.906524 0.785534 0.748048 0.831545 0.945172 1.0561 1.02159 0.983048 
1 0.847156 0.672323 0.411865 0.219346 0.0607079 -0.0199363 -0.0718394 -0.060091 0.0950468 0.144597 0.336932 0.441166 0.618918 0.77914 1.0609 1.32526 1.76165 1.90092 1.7488 1.54187 1.46864 1.43426 1.36158 1.26124 1.20812 1.17595 1.14001 1.0439 0.83043 0.724294 0.692996 0.761938 0.726135 0.724687 0.835826 0.955239 1.00936 0.97627 0.977945 
1 0.851217 0.701604 0.362372 0.161849 -0.0268999 -0.132444 -0.171763 -0.140905 0.0519659 0.116163 0.323412 0.427647 0.604685 0.759456 1.02786 1.25975 1.5971 1.71159 1.5725 1.37402 1.28719 1.24108 1.11561 0.967184 0.782955 0.665834 0.682209 0.586183 0.442894 0.334002 0.332811 0.395662 0.419635 0.491546 0.650474 0.791158 0.812109 0.814408 0.921593 
1 0.880938 0.731868 0.438523 0.26336 0.0922436 0.0211514 0.0802499 0.23319 0.291833 0.348088 0.379448 0.440669 0.503663 0.601602 0.804632 0.977372 1.34844 1.43594 1.40079 1.29614 1.20474 1.07868 0.894307 0.665672 0.410097 0.23834 0.26097 0.180922 0.00764072 -0.113661 -0.0836991 0.0379205 0.12359 0.231011 0.422149 0.579274 0.634567 0.726729 0.864388 
