-5.08807 -4.93682 -4.78747 -4.64002 -4.49448 -4.35084 -4.2091 -4.06927 -3.93134 -3.7953 -3.66118 -3.52895 -3.39863 -3.27021 -3.14369 -3.01908 -2.89636 -2.77555 -2.65665 -2.53964 -2.42454 -2.31134 -2.20004 -2.09065 -1.98315 -1.87756 -1.77388 -1.67209 -1.57221 -1.47423 -1.37815 -1.28398 -1.1917 -1.10133 -1.01287 -0.926303 -0.841641 -0.758881 -0.678024 -0.599069 -0.522017 -0.446867 -0.37362 -0.302276 -0.232834 -0.165294 -0.0996573 -0.0359229 0.0259091 0.0858385 0.143865 0.19999 0.254212 0.306531 0.356948 0.405462 0.452074 0.496783 0.53959 0.580494 0.619496 0.656595 0.691792 0.725086 0.756477 0.785966 0.813553 0.839237 0.863018 0.884897 0.904874 0.922948 0.939119 0.953388 0.965755 0.976218 0.98478 0.991439 0.996195 0.999049 1 0.999049 0.996195 0.991439 0.98478 0.976218 0.965755 0.953388 0.939119 0.922948 0.904874 0.884897 0.863018 0.839237 0.813553 0.785966 0.756477 0.725086 0.691792 0.656595 0.619496 0.580494 0.53959 0.496783 0.452074 0.405462 0.356948 0.306531 0.254212 0.19999 0.143865 0.0858385 0.0259091 -0.0359229 -0.0996573 -0.165294 -0.232834 -0.302276 -0.37362 -0.446867 -0.522017 -0.599069 -0.678024 -0.758881 -0.841641 -0.926303 -1.01287 -1.10133 -1.1917 -1.28398 -1.37815 -1.47423 -1.57221 -1.67209 -1.77388 -1.87756 -1.98315 -2.09065 -2.20004 -2.31134 -2.42454 -2.53964 -2.65665 -2.77555 -2.89636 -3.01908 -3.14369 -3.27021 -3.39863 -3.52895 -3.66118 -3.7953 -3.93134 -4.06927 -4.2091 -4.35084 -4.49448 -4.64002 -4.78747 -4.93682 
-4.93682 -4.78932 -4.64369 -4.49991 -4.35798 -4.21791 -4.07969 -3.94333 -3.80882 -3.67617 -3.54538 -3.41644 -3.28935 -3.16412 -3.04075 -2.91923 -2.79956 -2.68175 -2.5658 -2.4517 -2.33946 -2.22907 -2.12054 -2.01386 -1.90904 -1.80607 -1.70496 -1.60571 -1.50831 -1.41276 -1.31907 -1.22723 -1.13725 -1.04913 -0.96286 -0.878446 -0.795887 -0.715184 -0.636335 -0.559342 -0.484204 -0.410922 -0.339495 -0.269922 -0.202206 -0.136344 -0.0723377 -0.0101866 0.0501092 0.10855 0.165135 0.219865 0.27274 0.323759 0.372924 0.420233 0.465686 0.509285 0.551028 0.590916 0.628949 0.665126 0.699449 0.731916 0.762527 0.791284 0.818185 0.843231 0.866422 0.887757 0.907237 0.924862 0.940632 0.954546 0.966605 0.976809 0.985158 0.991651 0.996289 0.999072 1 0.999072 0.996289 0.991651 0.985158 0.976809 0.966605 0.954546 0.940632 0.924862 0.907237 0.887757 0.866422 0.843231 0.818185 0.791284 0.762527 0.731916 0.699449 0.665126 0.628949 0.590916 0.551028 0.509285 0.465686 0.420233 0.372924 0.323759 0.27274 0.219865 0.165135 0.10855 0.0501092 -0.0101866 -0.0723377 -0.136344 -0.202206 -0.269922 -0.339495 -0.410922 -0.484204 -0.559342 -0.636335 -0.715184 -0.795887 -0.878446 -0.96286 -1.04913 -1.13725 -1.22723 -1.31907 -1.41276 -1.50831 -1.60571 -1.70496 -1.80607 -1.90904 -2.01386 -2.12054 -2.22907 -2.33946 -2.4517 -2.5658 -2.68175 -2.79956 -2.91923 -3.04075 -3.16412 -3.28935 -3.41644 -3.54538 -3.67617 -3.80882 -3.94333 -4.07969 -4.21791 -4.35798 -4.49991 -4.64369 -4.78932 
-4.78747 -4.64369 -4.50171 -4.36155 -4.22319 -4.08664 -3.9519 -3.81897 -3.68785 -3.55854 -3.43103 -3.30533 -3.18145 -3.05937 -2.9391 -2.82063 -2.70398 -2.58914 -2.4761 -2.36487 -2.25545 -2.14784 -2.04204 -1.93805 -1.83586 -1.73548 -1.63692 -1.54016 -1.44521 -1.35206 -1.26073 -1.17121 -1.08349 -0.997581 -0.913482 -0.831192 -0.75071 -0.672036 -0.595171 -0.520115 -0.446867 -0.375428 -0.305798 -0.237976 -0.171963 -0.107758 -0.0453617 0.0152258 0.0740048 0.130975 0.186137 0.23949 0.291035 0.340771 0.388698 0.434817 0.479128 0.521629 0.562323 0.601207 0.638283 0.673551 0.707009 0.73866 0.768501 0.796534 0.822759 0.847175 0.869782 0.890581 0.909571 0.926752 0.942125 0.95569 0.967445 0.977393 0.985531 0.991861 0.996383 0.999096 1 0.999096 0.996383 0.991861 0.985531 0.977393 0.967445 0.95569 0.942125 0.926752 0.909571 0.890581 0.869782 0.847175 0.822759 0.796534 0.768501 0.73866 0.707009 0.673551 0.638283 0.601207 0.562323 0.521629 0.479128 0.434817 0.388698 0.340771 0.291035 0.23949 0.186137 0.130975 0.0740048 0.0152258 -0.0453617 -0.107758 -0.171963 -0.237976 -0.305798 -0.375428 -0.446867 -0.520115 -0.595171 -0.672036 -0.75071 -0.831192 -0.913482 -0.997581 -1.08349 -1.17121 -1.26073 -1.35206 -1.44521 -1.54016 -1.63692 -1.73548 -1.83586 -1.93805 -2.04204 -2.14784 -2.25545 -2.36487 -2.4761 -2.58914 -2.70398 -2.82063 -2.9391 -3.05937 -3.18145 -3.30533 -3.43103 -3.55854 -3.68785 -3.81897 -3.9519 -4.08664 -4.22319 -4.36155 -4.50171 -4.64369 
-4.64002 -4.49991 -4.36155 -4.22495 -4.09012 -3.95705 -3.82575 -3.6962 -3.56842 -3.4424 -3.31814 -3.19565 -3.07492 -2.95595 -2.83874 -2.7233 -2.60962 -2.4977 -2.38754 -2.27915 -2.17251 -2.06764 -1.96454 -1.86319 -1.76361 -1.66579 -1.56974 -1.47544 -1.38291 -1.29214 -1.20313 -1.11589 -1.03041 -0.94669 -0.864733 -0.784539 -0.706107 -0.629438 -0.554532 -0.481388 -0.410006 -0.340387 -0.272531 -0.206436 -0.142105 -0.0795359 -0.0187294 0.0403146 0.0975961 0.153115 0.206872 0.258866 0.309097 0.357566 0.404272 0.449216 0.492398 0.533817 0.573473 0.611367 0.647498 0.681867 0.714474 0.745318 0.774399 0.801718 0.827274 0.851068 0.873099 0.893368 0.911875 0.928618 0.9436 0.956819 0.968275 0.977969 0.9859 0.992069 0.996475 0.999119 1 0.999119 0.996475 0.992069 0.9859 0.977969 0.968275 0.956819 0.9436 0.928618 0.911875 0.893368 0.873099 0.851068 0.827274 0.801718 0.774399 0.745318 0.714474 0.681867 0.647498 0.611367 0.573473 0.533817 0.492398 0.449216 0.404272 0.357566 0.309097 0.258866 0.206872 0.153115 0.0975961 0.0403146 -0.0187294 -0.0795359 -0.142105 -0.206436 -0.272531 -0.340387 -0.410006 -0.481388 -0.554532 -0.629438 -0.706107 -0.784539 -0.864733 -0.94669 -1.03041 -1.11589 -1.20313 -1.29214 -1.38291 -1.47544 -1.56974 -1.66579 -1.76361 -1.86319 -1.96454 -2.06764 -2.17251 -2.27915 -2.38754 -2.4977 -2.60962 -2.7233 -2.83874 -2.95595 -3.07492 -3.19565 -3.31814 -3.4424 -3.56842 -3.6962 -3.82575 -3.95705 -4.09012 -4.22495 -4.36155 -4.49991 
-4.49448 -4.35798 -4.22319 -4.09012 -3.95877 -3.82913 -3.70122 -3.57501 -3.45053 -3.32776 -3.20671 -3.08738 -2.96976 -2.85386 -2.73968 -2.62722 -2.51647 -2.40744 -2.30012 -2.19453 -2.09065 -1.98848 -1.88804 -1.78931 -1.6923 -1.597 -1.50342 -1.41156 -1.32142 -1.23299 -1.14628 -1.06129 -0.978013 -0.896455 -0.816613 -0.738488 -0.662081 -0.58739 -0.514416 -0.44316 -0.37362 -0.305798 -0.239692 -0.175304 -0.112633 -0.0516781 0.00755927 0.0650796 0.120883 0.174969 0.227339 0.277991 0.326926 0.374144 0.419645 0.46343 0.505497 0.545847 0.58448 0.621396 0.656595 0.690077 0.721842 0.75189 0.780221 0.806835 0.831732 0.854911 0.876374 0.89612 0.914149 0.93046 0.945055 0.957933 0.969094 0.978537 0.986264 0.992273 0.996566 0.999141 1 0.999141 0.996566 0.992273 0.986264 0.978537 0.969094 0.957933 0.945055 0.93046 0.914149 0.89612 0.876374 0.854911 0.831732 0.806835 0.780221 0.75189 0.721842 0.690077 0.656595 0.621396 0.58448 0.545847 0.505497 0.46343 0.419645 0.374144 0.326926 0.277991 0.227339 0.174969 0.120883 0.0650796 0.00755927 -0.0516781 -0.112633 -0.175304 -0.239692 -0.305798 -0.37362 -0.44316 -0.514416 -0.58739 -0.662081 -0.738488 -0.816613 -0.896455 -0.978013 -1.06129 -1.14628 -1.23299 -1.32142 -1.41156 -1.50342 -1.597 -1.6923 -1.78931 -1.88804 -1.98848 -2.09065 -2.19453 -2.30012 -2.40744 -2.51647 -2.62722 -2.73968 -2.85386 -2.96976 -3.08738 -3.20671 -3.32776 -3.45053 -3.57501 -3.70122 -3.82913 -3.95877 -4.09012 -4.22319 -4.35798 
-4.35084 -4.21791 -4.08664 -3.95705 -3.82913 -3.70289 -3.57831 -3.45541 -3.33418 -3.21462 -3.09674 -2.98052 -2.86598 -2.75311 -2.64192 -2.53239 -2.42454 -2.31836 -2.21385 -2.11101 -2.00985 -1.91036 -1.81254 -1.71639 -1.62191 -1.52911 -1.43798 -1.34852 -1.26073 -1.17462 -1.09017 -1.0074 -0.926303 -0.846876 -0.769122 -0.69304 -0.618629 -0.545891 -0.474826 -0.405432 -0.33771 -0.271661 -0.207284 -0.144578 -0.0835453 -0.0241844 0.0335043 0.0895209 0.143865 0.196538 0.247538 0.296866 0.344522 0.390506 0.434817 0.477457 0.518424 0.55772 0.595343 0.631294 0.665572 0.698179 0.729114 0.758376 0.785966 0.811884 0.83613 0.858704 0.879606 0.898836 0.916393 0.932278 0.946492 0.959033 0.969902 0.979098 0.986623 0.992475 0.996656 0.999164 1 0.999164 0.996656 0.992475 0.986623 0.979098 0.969902 0.959033 0.946492 0.932278 0.916393 0.898836 0.879606 0.858704 0.83613 0.811884 0.785966 0.758376 0.729114 0.698179 0.665572 0.631294 0.595343 0.55772 0.518424 0.477457 0.434817 0.390506 0.344522 0.296866 0.247538 0.196538 0.143865 0.0895209 0.0335043 -0.0241844 -0.0835453 -0.144578 -0.207284 -0.271661 -0.33771 -0.405432 -0.474826 -0.545891 -0.618629 -0.69304 -0.769122 -0.846876 -0.926303 -1.0074 -1.09017 -1.17462 -1.26073 -1.34852 -1.43798 -1.52911 -1.62191 -1.71639 -1.81254 -1.91036 -2.00985 -2.11101 -2.21385 -2.31836 -2.42454 -2.53239 -2.64192 -2.75311 -2.86598 -2.98052 -3.09674 -3.21462 -3.33418 -3.45541 -3.57831 -3.70289 -3.82913 -3.95705 -4.08664 -4.21791 
-4.2091 -4.07969 -3.9519 -3.82575 -3.70122 -3.57831 -3.45704 -3.33739 -3.21937 -3.10298 -2.98822 -2.87508 -2.76358 -2.6537 -2.54545 -2.43882 -2.33383 -2.23046 -2.12872 -2.02861 -1.93012 -1.83326 -1.73803 -1.64443 -1.55246 -1.46212 -1.3734 -1.28631 -1.20085 -1.11701 -1.03481 -0.954228 -0.875277 -0.797955 -0.72226 -0.648193 -0.575754 -0.504943 -0.435759 -0.368204 -0.302276 -0.237976 -0.175304 -0.11426 -0.0548434 0.00294506 0.0591057 0.113639 0.166543 0.217821 0.26747 0.315491 0.361885 0.406651 0.449788 0.491299 0.531181 0.569435 0.606062 0.64106 0.674431 0.706174 0.736289 0.764776 0.791636 0.816867 0.840471 0.862447 0.882795 0.901515 0.918608 0.934072 0.947909 0.960118 0.970699 0.979652 0.986977 0.992675 0.996744 0.999186 1 0.999186 0.996744 0.992675 0.986977 0.979652 0.970699 0.960118 0.947909 0.934072 0.918608 0.901515 0.882795 0.862447 0.840471 0.816867 0.791636 0.764776 0.736289 0.706174 0.674431 0.64106 0.606062 0.569435 0.531181 0.491299 0.449788 0.406651 0.361885 0.315491 0.26747 0.217821 0.166543 0.113639 0.0591057 0.00294506 -0.0548434 -0.11426 -0.175304 -0.237976 -0.302276 -0.368204 -0.435759 -0.504943 -0.575754 -0.648193 -0.72226 -0.797955 -0.875277 -0.954228 -1.03481 -1.11701 -1.20085 -1.28631 -1.3734 -1.46212 -1.55246 -1.64443 -1.73803 -1.83326 -1.93012 -2.02861 -2.12872 -2.23046 -2.33383 -2.43882 -2.54545 -2.6537 -2.76358 -2.87508 -2.98822 -3.10298 -3.21937 -3.33739 -3.45704 -3.57831 -3.70122 -3.82575 -3.9519 -4.07969 
-4.06927 -3.94333 -3.81897 -3.6962 -3.57501 -3.45541 -3.33739 -3.22096 -3.10611 -2.99284 -2.88116 -2.77106 -2.66255 -2.55562 -2.45027 -2.34651 -2.24433 -2.14374 -2.04473 -1.9473 -1.85146 -1.75721 -1.66453 -1.57345 -1.48394 -1.39602 -1.30969 -1.22493 -1.14177 -1.06018 -0.980183 -0.901768 -0.824936 -0.74969 -0.676027 -0.603948 -0.533454 -0.464543 -0.397217 -0.331475 -0.267317 -0.204743 -0.143754 -0.0843481 -0.0265268 0.0297104 0.0843635 0.137432 0.188917 0.238818 0.287134 0.333866 0.379015 0.422579 0.464559 0.504954 0.543766 0.580993 0.616637 0.650696 0.683171 0.714062 0.743368 0.771091 0.797229 0.821784 0.844754 0.86614 0.885941 0.904159 0.920793 0.935842 0.949307 0.961188 0.971485 0.980198 0.987327 0.992871 0.996832 0.999208 1 0.999208 0.996832 0.992871 0.987327 0.980198 0.971485 0.961188 0.949307 0.935842 0.920793 0.904159 0.885941 0.86614 0.844754 0.821784 0.797229 0.771091 0.743368 0.714062 0.683171 0.650696 0.616637 0.580993 0.543766 0.504954 0.464559 0.422579 0.379015 0.333866 0.287134 0.238818 0.188917 0.137432 0.0843635 0.0297104 -0.0265268 -0.0843481 -0.143754 -0.204743 -0.267317 -0.331475 -0.397217 -0.464543 -0.533454 -0.603948 -0.676027 -0.74969 -0.824936 -0.901768 -0.980183 -1.06018 -1.14177 -1.22493 -1.30969 -1.39602 -1.48394 -1.57345 -1.66453 -1.75721 -1.85146 -1.9473 -2.04473 -2.14374 -2.24433 -2.34651 -2.45027 -2.55562 -2.66255 -2.77106 -2.88116 -2.99284 -3.10611 -3.22096 -3.33739 -3.45541 -3.57501 -3.6962 -3.81897 -3.94333 
-3.93134 -3.80882 -3.68785 -3.56842 -3.45053 -3.33418 -3.21937 -3.10611 -2.99438 -2.8842 -2.77555 -2.66845 -2.56289 -2.45887 -2.35639 -2.25545 -2.15605 -2.0582 -1.96188 -1.86711 -1.77388 -1.68218 -1.59203 -1.50342 -1.41635 -1.33083 -1.24684 -1.16439 -1.08349 -1.00413 -0.926303 -0.850021 -0.775281 -0.702081 -0.630423 -0.560305 -0.491729 -0.424694 -0.359199 -0.295246 -0.232834 -0.171963 -0.112633 -0.0548434 0.00140462 0.0561116 0.109278 0.160902 0.210986 0.259529 0.306531 0.351992 0.395911 0.43829 0.479128 0.518424 0.55618 0.592394 0.627068 0.6602 0.691792 0.721842 0.750351 0.777319 0.802747 0.826633 0.848978 0.869782 0.889045 0.906767 0.922948 0.937588 0.950687 0.962244 0.972261 0.980737 0.987672 0.993065 0.996918 0.999229 1 0.999229 0.996918 0.993065 0.987672 0.980737 0.972261 0.962244 0.950687 0.937588 0.922948 0.906767 0.889045 0.869782 0.848978 0.826633 0.802747 0.777319 0.750351 0.721842 0.691792 0.6602 0.627068 0.592394 0.55618 0.518424 0.479128 0.43829 0.395911 0.351992 0.306531 0.259529 0.210986 0.160902 0.109278 0.0561116 0.00140462 -0.0548434 -0.112633 -0.171963 -0.232834 -0.295246 -0.359199 -0.424694 -0.491729 -0.560305 -0.630423 -0.702081 -0.775281 -0.850021 -0.926303 -1.00413 -1.08349 -1.16439 -1.24684 -1.33083 -1.41635 -1.50342 -1.59203 -1.68218 -1.77388 -1.86711 -1.96188 -2.0582 -2.15605 -2.25545 -2.35639 -2.45887 -2.56289 -2.66845 -2.77555 -2.8842 -2.99438 -3.10611 -3.21937 -3.33418 -3.45053 -3.56842 -3.68785 -3.80882 
-3.7953 -3.67617 -3.55854 -3.4424 -3.32776 -3.21462 -3.10298 -2.99284 -2.8842 -2.77705 -2.67141 -2.56726 -2.46461 -2.36346 -2.2638 -2.16565 -2.069 -1.97384 -1.88018 -1.78802 -1.69736 -1.6082 -1.52053 -1.43437 -1.3497 -1.26653 -1.18486 -1.10469 -1.02602 -0.948842 -0.873166 -0.798989 -0.72631 -0.655129 -0.585448 -0.517264 -0.45058 -0.385394 -0.321706 -0.259517 -0.198826 -0.139634 -0.0819407 -0.0257457 0.0289507 0.0821487 0.133848 0.184049 0.232751 0.279955 0.32566 0.369867 0.412575 0.453785 0.493496 0.531709 0.568423 0.603638 0.637355 0.669574 0.700293 0.729515 0.757238 0.783462 0.808188 0.831415 0.853144 0.873374 0.892106 0.909339 0.925073 0.939309 0.952047 0.963286 0.973026 0.981268 0.988012 0.993257 0.997003 0.999251 1 0.999251 0.997003 0.993257 0.988012 0.981268 0.973026 0.963286 0.952047 0.939309 0.925073 0.909339 0.892106 0.873374 0.853144 0.831415 0.808188 0.783462 0.757238 0.729515 0.700293 0.669574 0.637355 0.603638 0.568423 0.531709 0.493496 0.453785 0.412575 0.369867 0.32566 0.279955 0.232751 0.184049 0.133848 0.0821487 0.0289507 -0.0257457 -0.0819407 -0.139634 -0.198826 -0.259517 -0.321706 -0.385394 -0.45058 -0.517264 -0.585448 -0.655129 -0.72631 -0.798989 -0.873166 -0.948842 -1.02602 -1.10469 -1.18486 -1.26653 -1.3497 -1.43437 -1.52053 -1.6082 -1.69736 -1.78802 -1.88018 -1.97384 -2.069 -2.16565 -2.2638 -2.36346 -2.46461 -2.56726 -2.67141 -2.77705 -2.8842 -2.99284 -3.10298 -3.21462 -3.32776 -3.4424 -3.55854 -3.67617 
