1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0.999372 0.998792 0.998311 0.997974 0.99783 0.997921 0.998291 0.998979 1.00002 1.00145 1.0033 1.00558 1.00833 1.01156 1.01529 1.0195 1.02422 1.02944 1.03514 1.04133 1.04797 1.05504 1.06253 1.07039 1.07859 1.0871 1.09586 1.10484 1.11398 1.12324 1.13255 1.14187 1.15114 1.1603 1.16929 1.17807 1.18657 1.19474 1.20253 1.20988 1.21675 1.2231 1.22888 1.23405 1.23859 1.24246 1.24564 1.2481 1.24984 1.25084 1.2511 1.25061 1.24939 1.24744 1.24478 1.24142 1.2374 1.23274 1.22748 1.22164 1.21528 1.20844 1.20116 1.19349 1.18549 1.1772 1.16868 1.15998 1.15116 1.14227 1.13337 1.1245 1.11572 1.10707 1.09861 1.09036 1.08238 1.0747 1.06735 1.06036 1.05376 1.04755 1.04176 1.0364 1.03148 1.02699 1.02293 1.01929 1.01605 1.01322 1.01075 1.00862 1.00681 1.00529 1.00402 1.00295 1.00206 1.0013 1.00063 
1 0.998699 0.997496 0.996489 0.995772 0.995439 0.995578 0.996273 0.997604 0.999644 1.00246 1.00611 1.01064 1.01609 1.02251 1.02991 1.0383 1.04769 1.05808 1.06945 1.08177 1.095 1.10911 1.12404 1.13972 1.15608 1.17305 1.19054 1.20846 1.22671 1.24518 1.26377 1.28237 1.30088 1.31916 1.33712 1.35464 1.37162 1.38793 1.40347 1.41816 1.43188 1.44455 1.4561 1.46643 1.47549 1.48322 1.48957 1.49449 1.49796 1.49995 1.50047 1.49949 1.49705 1.49316 1.48784 1.48114 1.47311 1.4638 1.45329 1.44164 1.42894 1.41528 1.40074 1.38543 1.36945 1.3529 1.33589 1.31852 1.30092 1.28317 1.2654 1.2477 1.23018 1.21293 1.19604 1.17959 1.16368 1.14836 1.1337 1.11977 1.1066 1.09423 1.08271 1.07203 1.06223 1.05329 1.04522 1.03799 1.03157 1.02594 1.02105 1.01685 1.01328 1.01029 1.00778 1.00571 1.00398 1.0025 1.00121 
1 0.997939 0.996025 0.994404 0.993219 0.992609 0.992707 0.993639 0.995526 0.998474 1.00258 1.00795 1.01463 1.02271 1.03222 1.0432 1.05568 1.06967 1.08514 1.10208 1.12045 1.14019 1.16125 1.18353 1.20695 1.23139 1.25675 1.28288 1.30966 1.33693 1.36454 1.39234 1.42016 1.44782 1.47517 1.50204 1.52824 1.55363 1.57802 1.60128 1.62325 1.64378 1.66274 1.68001 1.69547 1.70902 1.72059 1.73008 1.73744 1.74263 1.74562 1.74638 1.74493 1.74127 1.73544 1.72748 1.71746 1.70544 1.69151 1.67578 1.65836 1.63936 1.61891 1.59717 1.57427 1.55036 1.52561 1.50017 1.4742 1.44788 1.42135 1.39478 1.36833 1.34214 1.31636 1.29113 1.26656 1.24279 1.21992 1.19805 1.17726 1.15762 1.13919 1.12201 1.10612 1.09153 1.07824 1.06625 1.05552 1.04602 1.03769 1.03048 1.0243 1.01907 1.0147 1.01107 1.00807 1.0056 1.00351 1.00169 
1 0.997048 0.994292 0.991927 0.990142 0.989125 0.989051 0.99009 0.9924 0.996127 1.0014 1.00834 1.01705 1.02761 1.04009 1.05453 1.07097 1.08941 1.10983 1.13222 1.15651 1.18264 1.21051 1.24003 1.27105 1.30345 1.33707 1.37173 1.40725 1.44343 1.48008 1.51697 1.55389 1.59062 1.62694 1.6626 1.69741 1.73112 1.76352 1.79442 1.82359 1.85086 1.87605 1.89899 1.91953 1.93754 1.9529 1.96551 1.97529 1.98218 1.98614 1.98716 1.98522 1.98036 1.97261 1.96204 1.94871 1.93274 1.91424 1.89334 1.87019 1.84495 1.81779 1.78891 1.75849 1.72674 1.69387 1.66009 1.62562 1.59068 1.55547 1.52022 1.48512 1.45038 1.41619 1.38273 1.35017 1.31868 1.28838 1.25942 1.2319 1.20593 1.18156 1.15888 1.1379 1.11867 1.10117 1.0854 1.07132 1.05888 1.048 1.0386 1.03059 1.02384 1.01823 1.01362 1.00986 1.00678 1.00423 1.00203 
1 0.995985 0.992215 0.988933 0.986378 0.98478 0.984362 0.985334 0.987895 0.992227 0.998494 1.00684 1.0174 1.03027 1.04554 1.06327 1.08349 1.10621 1.13142 1.15907 1.18911 1.22145 1.25598 1.29256 1.33103 1.37123 1.41294 1.45597 1.50008 1.54502 1.59055 1.6364 1.68229 1.72795 1.77309 1.81744 1.86072 1.90265 1.94295 1.98138 2.01767 2.0516 2.08293 2.11147 2.13703 2.15943 2.17854 2.19423 2.2064 2.21497 2.2199 2.22115 2.21874 2.21269 2.20304 2.18987 2.17329 2.15341 2.13039 2.10438 2.07557 2.04417 2.01039 1.97445 1.93662 1.89714 1.85626 1.81427 1.77142 1.72798 1.68423 1.64043 1.59684 1.5537 1.51125 1.46973 1.42934 1.39029 1.35274 1.31687 1.2828 1.25066 1.22055 1.19253 1.16666 1.14296 1.12144 1.10208 1.08483 1.06963 1.05639 1.04501 1.03535 1.02728 1.02062 1.01522 1.01088 1.00739 1.00456 1.00217 
1 0.99471 0.989715 0.985305 0.981766 0.979376 0.978401 0.979094 0.981693 0.986415 0.99346 1.003 1.0152 1.03017 1.04802 1.06881 1.0926 1.11939 1.14917 1.18188 1.21747 1.25581 1.29678 1.34022 1.38593 1.43372 1.48334 1.53454 1.58704 1.64056 1.69479 1.74941 1.8041 1.85852 1.91234 1.96522 2.01682 2.06682 2.1149 2.16073 2.20403 2.2445 2.28189 2.31593 2.34643 2.37316 2.39595 2.41467 2.42919 2.43941 2.44529 2.44678 2.44389 2.43666 2.42514 2.40942 2.38962 2.3659 2.33842 2.30738 2.273 2.23553 2.19523 2.15237 2.10724 2.06015 2.01142 1.96135 1.91028 1.85852 1.80639 1.75422 1.70231 1.65096 1.60045 1.55107 1.50305 1.45664 1.41205 1.36947 1.32907 1.29099 1.25534 1.22222 1.19168 1.16375 1.13844 1.11571 1.09553 1.0778 1.06244 1.04929 1.03823 1.02906 1.0216 1.01564 1.01095 1.00729 1.00442 1.00208 
1 0.993186 0.986716 0.980928 0.976156 0.972724 0.970942 0.971105 0.973491 0.978353 0.985925 0.996411 1.00999 1.02681 1.04698 1.07059 1.09769 1.1283 1.1624 1.19993 1.2408 1.2849 1.33207 1.38212 1.43484 1.48998 1.54727 1.60641 1.66709 1.72896 1.79167 1.85486 1.91814 1.98112 2.04342 2.10465 2.16441 2.22232 2.278 2.3311 2.38126 2.42816 2.47147 2.51093 2.54626 2.57724 2.60365 2.62534 2.64216 2.654 2.6608 2.66252 2.65917 2.65077 2.63741 2.61918 2.59622 2.56872 2.53686 2.50088 2.46104 2.41762 2.37092 2.32126 2.26899 2.21445 2.15802 2.10006 2.04095 1.98105 1.92076 1.86042 1.80041 1.74107 1.68273 1.62571 1.5703 1.51678 1.46539 1.41636 1.36989 1.32612 1.28521 1.24724 1.21229 1.1804 1.15156 1.12575 1.1029 1.08293 1.0657 1.05108 1.03888 1.02889 1.02091 1.01467 1.00991 1.00636 1.00373 1.00171 
1 0.991378 0.983148 0.975698 0.969409 0.964649 0.961775 0.961122 0.963009 0.967725 0.975535 0.986676 1.00135 1.01972 1.04194 1.06808 1.09821 1.13235 1.17047 1.21253 1.25841 1.30798 1.36107 1.41746 1.47691 1.53913 1.60382 1.67064 1.73923 1.8092 1.88015 1.95166 2.02329 2.09462 2.16518 2.23455 2.30226 2.36789 2.431 2.49119 2.54806 2.60123 2.65035 2.69508 2.73515 2.77028 2.80023 2.82482 2.84389 2.85731 2.86502 2.86696 2.86314 2.8536 2.83842 2.81773 2.79168 2.76047 2.72433 2.68352 2.63833 2.58908 2.53613 2.47983 2.42059 2.35879 2.29485 2.22919 2.16225 2.09444 2.0262 1.95795 1.89008 1.823 1.75709 1.6927 1.63017 1.56982 1.51192 1.45673 1.40446 1.35531 1.30943 1.26692 1.22787 1.19232 1.16026 1.13167 1.10648 1.08457 1.0658 1.05001 1.03699 1.02651 1.01831 1.0121 1.0076 1.00447 1.0024 1.00102 
1 0.989254 0.978948 0.96952 0.961395 0.954991 0.950707 0.948921 0.949988 0.954239 0.961969 0.973443 0.988891 1.0085 1.03243 1.06078 1.09362 1.13097 1.17281 1.21907 1.26964 1.32437 1.38306 1.44547 1.51134 1.58034 1.65213 1.72634 1.80255 1.88033 1.95924 2.0388 2.11854 2.19794 2.27653 2.35379 2.42923 2.50237 2.57271 2.6398 2.7032 2.76248 2.81725 2.86713 2.91181 2.95098 2.98438 3.0118 3.03306 3.04802 3.0566 3.05875 3.05447 3.04381 3.02686 3.00376 2.97469 2.93986 2.89953 2.854 2.8036 2.74868 2.68964 2.62688 2.56084 2.49198 2.42074 2.34762 2.27309 2.19762 2.12169 2.04577 1.97033 1.8958 1.8226 1.75115 1.68181 1.61493 1.55084 1.48981 1.43209 1.37788 1.32736 1.28065 1.23784 1.19897 1.16404 1.13302 1.10582 1.08232 1.06237 1.04576 1.03228 1.02165 1.01358 1.00777 1.00387 1.00153 1.00036 0.999979 
