0.999726 0.999659 0.999489 0.999243 0.998952 0.998643 0.998337 0.998045 0.997765 0.997493 0.997223 0.996951 0.996679 0.996407 0.996136 0.995867 0.9956 0.995335 0.995071 0.994809 0.994549 0.99429 0.994034 0.99378 0.993528 0.993278 0.993031 0.992786 0.992543 0.992303 0.992066 0.991831 0.991599 0.99137 0.991144 0.99092 0.9907 0.990482 0.990268 0.990056 0.989848 0.989643 0.989442 0.989243 0.989048 0.988856 0.988668 0.988483 0.988302 0.988124 0.987949 0.987778 0.987611 0.987447 0.987287 0.987131 0.986978 0.986829 0.986684 0.986542 0.986405 0.986271 0.98614 0.986014 0.985891 0.985772 0.985657 0.985546 0.985439 0.985335 0.985236 0.98514 0.985048 0.98496 0.984876 0.984795 0.984719 0.984646 0.984577 0.984512 0.984451 0.984394 0.98434 0.984291 0.984245 0.984203 0.984165 0.98413 0.9841 0.984073 0.98405 0.98403 0.984015 0.984003 0.983994 0.98399 0.983989 0.983992 0.983998 0.984008 0.984022 0.984039 0.98406 0.984084 0.984112 0.984144 0.984179 0.984217 0.98426 0.984305 0.984354 0.984407 0.984463 0.984522 0.984585 0.984651 0.98472 0.984793 0.98487 0.984949 0.985032 0.985119 0.985208 0.985301 0.985397 0.985496 0.985599 0.985705 0.985813 0.985926 0.986041 0.986159 0.986281 0.986405 0.986533 0.986663 0.986797 0.986933 0.987073 0.987216 0.987361 0.987509 0.98766 0.987814 0.987971 0.988131 0.988293 0.988458 0.988626 0.988796 0.988969 0.989144 0.989322 0.989503 0.989686 0.989871 0.990059 0.990249 0.990442 0.990637 0.990834 0.991033 0.991234 0.991438 0.991643 0.991851 0.992061 0.992272 0.992485 0.992701 0.992918 0.993137 0.993357 0.993579 0.993803 0.994028 0.994255 0.994483 0.994713 0.994944 0.995176 0.99541 0.995644 0.99588 0.996117 0.996355 0.996595 0.996835 0.997076 0.997315 0.997554 0.997792 0.998034 0.998284 0.998546 0.998817 0.999088 0.999339 0.999546 0.999683 
0.999678 0.999604 0.999399 0.999099 0.998744 0.998372 0.998009 0.997666 0.997338 0.997017 0.996694 0.996368 0.996042 0.995716 0.995394 0.995073 0.994755 0.994438 0.994123 0.993809 0.993498 0.993189 0.992883 0.992579 0.992277 0.991978 0.991681 0.991388 0.991097 0.990809 0.990524 0.990242 0.989963 0.989687 0.989415 0.989146 0.98888 0.988618 0.988359 0.988104 0.987853 0.987605 0.987361 0.987121 0.986884 0.986652 0.986424 0.986199 0.985979 0.985762 0.98555 0.985342 0.985138 0.984939 0.984743 0.984552 0.984366 0.984184 0.984006 0.983832 0.983663 0.983499 0.983339 0.983183 0.983033 0.982886 0.982745 0.982607 0.982475 0.982347 0.982224 0.982105 0.981992 0.981883 0.981778 0.981678 0.981583 0.981493 0.981408 0.981327 0.981251 0.981179 0.981112 0.98105 0.980993 0.980941 0.980893 0.98085 0.980811 0.980777 0.980748 0.980723 0.980704 0.980688 0.980678 0.980672 0.98067 0.980673 0.980681 0.980693 0.980709 0.980731 0.980756 0.980786 0.980821 0.98086 0.980903 0.980951 0.981002 0.981059 0.981119 0.981184 0.981253 0.981327 0.981404 0.981486 0.981572 0.981662 0.981756 0.981855 0.981957 0.982063 0.982174 0.982288 0.982407 0.982529 0.982655 0.982785 0.982919 0.983057 0.983198 0.983343 0.983492 0.983645 0.983801 0.983961 0.984125 0.984292 0.984463 0.984637 0.984815 0.984996 0.98518 0.985368 0.985559 0.985753 0.985951 0.986151 0.986355 0.986562 0.986772 0.986985 0.987201 0.98742 0.987642 0.987867 0.988094 0.988324 0.988557 0.988792 0.98903 0.989271 0.989514 0.989759 0.990007 0.990257 0.990509 0.990764 0.991021 0.99128 0.99154 0.991803 0.992068 0.992334 0.992603 0.992873 0.993145 0.993418 0.993693 0.99397 0.994247 0.994526 0.994806 0.995088 0.995371 0.995656 0.995943 0.99623 0.996516 0.9968 0.997082 0.997366 0.997657 0.99796 0.998277 0.998602 0.998922 0.999216 0.999458 0.999621 
0.999539 0.999445 0.999159 0.998732 0.998227 0.9977 0.99719 0.996709 0.99625 0.995798 0.995342 0.99488 0.994417 0.993956 0.9935 0.993046 0.992594 0.992144 0.991696 0.99125 0.990806 0.990366 0.989928 0.989493 0.98906 0.988631 0.988205 0.987783 0.987363 0.986948 0.986536 0.986127 0.985723 0.985322 0.984925 0.984533 0.984144 0.98376 0.983381 0.983006 0.982635 0.982269 0.981908 0.981552 0.9812 0.980854 0.980513 0.980176 0.979845 0.97952 0.9792 0.978885 0.978576 0.978272 0.977975 0.977682 0.977396 0.977116 0.976841 0.976573 0.976311 0.976054 0.975804 0.975561 0.975323 0.975092 0.974867 0.974649 0.974437 0.974232 0.974033 0.973841 0.973656 0.973477 0.973305 0.97314 0.972981 0.97283 0.972685 0.972547 0.972416 0.972292 0.972175 0.972065 0.971962 0.971866 0.971776 0.971694 0.971619 0.971551 0.97149 0.971436 0.971389 0.971349 0.971316 0.971291 0.971272 0.97126 0.971255 0.971257 0.971267 0.971283 0.971306 0.971336 0.971373 0.971417 0.971467 0.971525 0.97159 0.971661 0.971739 0.971824 0.971915 0.972014 0.972119 0.97223 0.972348 0.972473 0.972604 0.972742 0.972887 0.973037 0.973194 0.973358 0.973528 0.973704 0.973886 0.974074 0.974269 0.97447 0.974676 0.974889 0.975108 0.975332 0.975563 0.975799 0.976041 0.976288 0.976541 0.9768 0.977064 0.977334 0.977609 0.977889 0.978175 0.978465 0.978761 0.979062 0.979368 0.979678 0.979994 0.980314 0.980639 0.980968 0.981302 0.98164 0.981983 0.98233 0.982681 0.983037 0.983396 0.983759 0.984126 0.984497 0.984872 0.98525 0.985631 0.986016 0.986405 0.986796 0.987191 0.987589 0.987989 0.988393 0.988799 0.989208 0.989619 0.990033 0.99045 0.990868 0.991289 0.991711 0.992135 0.992561 0.992991 0.993423 0.993857 0.994291 0.994724 0.995153 0.99558 0.996011 0.996453 0.996915 0.997397 0.997889 0.998373 0.998818 0.999186 0.99944 
0.999333 0.999208 0.998802 0.998194 0.997473 0.996722 0.995994 0.99531 0.994657 0.994012 0.99336 0.9927 0.992038 0.99138 0.990727 0.990077 0.98943 0.988785 0.988141 0.987501 0.986864 0.98623 0.985599 0.984972 0.984349 0.983729 0.983113 0.982501 0.981894 0.981291 0.980692 0.980098 0.979509 0.978925 0.978345 0.977772 0.977203 0.97664 0.976083 0.975531 0.974986 0.974446 0.973913 0.973386 0.972866 0.972352 0.971845 0.971345 0.970852 0.970366 0.969887 0.969415 0.968952 0.968495 0.968047 0.967606 0.967173 0.966749 0.966332 0.965924 0.965525 0.965133 0.964751 0.964377 0.964012 0.963656 0.963309 0.962971 0.962643 0.962323 0.962013 0.961713 0.961421 0.96114 0.960868 0.960606 0.960354 0.960112 0.959879 0.959657 0.959445 0.959242 0.95905 0.958869 0.958697 0.958536 0.958385 0.958244 0.958114 0.957995 0.957885 0.957787 0.957698 0.957621 0.957553 0.957497 0.957451 0.957415 0.95739 0.957376 0.957372 0.957379 0.957397 0.957425 0.957463 0.957512 0.957572 0.957642 0.957722 0.957813 0.957914 0.958026 0.958148 0.958281 0.958423 0.958576 0.95874 0.958913 0.959096 0.95929 0.959494 0.959707 0.959931 0.960164 0.960407 0.96066 0.960922 0.961194 0.961476 0.961767 0.962068 0.962378 0.962697 0.963025 0.963362 0.963709 0.964064 0.964428 0.964801 0.965182 0.965572 0.965971 0.966377 0.966792 0.967216 0.967647 0.968086 0.968533 0.968988 0.96945 0.96992 0.970397 0.970882 0.971374 0.971872 0.972378 0.97289 0.973409 0.973935 0.974466 0.975005 0.975549 0.976099 0.976655 0.977217 0.977784 0.978357 0.978935 0.979519 0.980107 0.9807 0.981298 0.981901 0.982507 0.983118 0.983734 0.984353 0.984976 0.985603 0.986234 0.986867 0.987503 0.988141 0.988784 0.989431 0.990082 0.990737 0.991392 0.992043 0.992689 0.993332 0.993983 0.994651 0.995348 0.996075 0.996819 0.997548 0.998221 0.998781 0.999172 
0.999085 0.998919 0.998368 0.99754 0.996558 0.995534 0.994542 0.99361 0.992719 0.99184 0.990951 0.990051 0.989147 0.988248 0.987357 0.98647 0.985586 0.984703 0.983824 0.982948 0.982076 0.981208 0.980344 0.979485 0.97863 0.97778 0.976935 0.976095 0.97526 0.974431 0.973607 0.97279 0.971979 0.971174 0.970375 0.969584 0.968799 0.968022 0.967252 0.966489 0.965734 0.964987 0.964249 0.963518 0.962796 0.962083 0.961379 0.960683 0.959997 0.959321 0.958654 0.957997 0.95735 0.956713 0.956086 0.95547 0.954865 0.954271 0.953687 0.953115 0.952554 0.952005 0.951467 0.950941 0.950427 0.949926 0.949436 0.948959 0.948494 0.948042 0.947603 0.947176 0.946763 0.946363 0.945976 0.945602 0.945242 0.944896 0.944563 0.944244 0.943938 0.943647 0.94337 0.943106 0.942857 0.942622 0.942402 0.942196 0.942004 0.941826 0.941664 0.941515 0.941382 0.941263 0.941158 0.941069 0.940994 0.940934 0.940888 0.940857 0.940842 0.940841 0.940854 0.940883 0.940926 0.940984 0.941057 0.941144 0.941247 0.941364 0.941495 0.941641 0.941802 0.941978 0.942167 0.942372 0.94259 0.942823 0.943071 0.943332 0.943608 0.943898 0.944202 0.944519 0.944851 0.945196 0.945555 0.945928 0.946314 0.946714 0.947127 0.947553 0.947992 0.948444 0.948909 0.949387 0.949877 0.95038 0.950895 0.951423 0.951962 0.952514 0.953077 0.953653 0.954239 0.954837 0.955447 0.956067 0.956699 0.957341 0.957994 0.958658 0.959331 0.960015 0.960709 0.961412 0.962126 0.962848 0.96358 0.964321 0.965071 0.96583 0.966597 0.967372 0.968156 0.968947 0.969746 0.970553 0.971367 0.972188 0.973016 0.973851 0.974692 0.97554 0.976393 0.977253 0.978118 0.978989 0.979865 0.980746 0.981631 0.98252 0.983413 0.984311 0.985216 0.986127 0.987042 0.987958 0.988868 0.989772 0.990672 0.991582 0.992517 0.993492 0.994509 0.995549 0.996571 0.997513 0.998302 0.998853 
0.998816 0.998602 0.997891 0.996821 0.995553 0.994229 0.992948 0.991742 0.990592 0.989455 0.988306 0.987142 0.985974 0.984813 0.98366 0.982513 0.981369 0.980228 0.979091 0.977958 0.97683 0.975707 0.97459 0.973478 0.972371 0.971271 0.970177 0.96909 0.968009 0.966936 0.96587 0.964811 0.963761 0.962718 0.961684 0.960659 0.959642 0.958635 0.957637 0.956648 0.95567 0.954702 0.953745 0.952798 0.951862 0.950937 0.950024 0.949123 0.948233 0.947356 0.946491 0.945639 0.9448 0.943974 0.943161 0.942362 0.941577 0.940806 0.940049 0.939306 0.938578 0.937866 0.937168 0.936485 0.935818 0.935167 0.934531 0.933912 0.933309 0.932722 0.932151 0.931598 0.931061 0.930541 0.930038 0.929553 0.929085 0.928635 0.928202 0.927787 0.92739 0.927011 0.92665 0.926307 0.925983 0.925677 0.925389 0.925121 0.92487 0.924639 0.924426 0.924233 0.924058 0.923902 0.923765 0.923647 0.923548 0.923468 0.923408 0.923366 0.923344 0.923341 0.923357 0.923392 0.923447 0.92352 0.923613 0.923725 0.923855 0.924005 0.924174 0.924362 0.924569 0.924795 0.925039 0.925302 0.925584 0.925885 0.926204 0.926542 0.926898 0.927272 0.927664 0.928075 0.928504 0.92895 0.929414 0.929896 0.930396 0.930912 0.931447 0.931998 0.932566 0.933151 0.933753 0.934372 0.935006 0.935657 0.936325 0.937008 0.937707 0.938421 0.939151 0.939896 0.940656 0.941431 0.94222 0.943024 0.943843 0.944675 0.945521 0.946381 0.947254 0.94814 0.949039 0.949951 0.950875 0.951812 0.952761 0.953721 0.954694 0.955677 0.956671 0.957677 0.958693 0.959719 0.960755 0.961801 0.962857 0.963921 0.964995 0.966078 0.967169 0.968268 0.969375 0.970489 0.971612 0.972741 0.973878 0.975021 0.976169 0.977321 0.97848 0.979645 0.980818 0.982 0.983188 0.984376 0.985557 0.986729 0.987898 0.989078 0.990291 0.991556 0.992875 0.994224 0.995551 0.996775 0.997799 0.998516 
0.998546 0.998279 0.997401 0.996082 0.994519 0.992888 0.99131 0.989823 0.988405 0.987004 0.985588 0.984155 0.982716 0.981285 0.979865 0.978452 0.977044 0.975638 0.974237 0.972842 0.971454 0.970072 0.968696 0.967328 0.965967 0.964613 0.963267 0.96193 0.960601 0.959281 0.95797 0.956669 0.955378 0.954098 0.952827 0.951568 0.95032 0.949083 0.947858 0.946646 0.945446 0.944258 0.943084 0.941924 0.940777 0.939644 0.938525 0.937421 0.936333 0.935259 0.934201 0.933159 0.932132 0.931123 0.93013 0.929153 0.928194 0.927253 0.926329 0.925423 0.924536 0.923667 0.922816 0.921984 0.921172 0.920379 0.919606 0.918852 0.918118 0.917405 0.916711 0.916039 0.915387 0.914756 0.914146 0.913558 0.912991 0.912445 0.911921 0.911419 0.910939 0.910481 0.910046 0.909632 0.909241 0.908873 0.908527 0.908205 0.907904 0.907627 0.907373 0.907142 0.906934 0.906749 0.906587 0.906449 0.906334 0.906242 0.906174 0.906129 0.906107 0.906109 0.906134 0.906183 0.906254 0.90635 0.906468 0.90661 0.906775 0.906964 0.907175 0.90741 0.907668 0.907948 0.908252 0.908579 0.908928 0.9093 0.909694 0.910111 0.910551 0.911012 0.911496 0.912002 0.91253 0.91308 0.913651 0.914243 0.914858 0.915493 0.916149 0.916826 0.917524 0.918242 0.918981 0.91974 0.920519 0.921317 0.922136 0.922973 0.92383 0.924705 0.9256 0.926513 0.927444 0.928393 0.92936 0.930345 0.931347 0.932365 0.933401 0.934454 0.935522 0.936607 0.937707 0.938823 0.939954 0.9411 0.942261 0.943436 0.944625 0.945827 0.947044 0.948273 0.949515 0.95077 0.952037 0.953316 0.954607 0.955908 0.957221 0.958545 0.959878 0.961222 0.962575 0.963937 0.965309 0.96669 0.968079 0.969475 0.970878 0.972287 0.973703 0.975127 0.976561 0.978005 0.979457 0.980908 0.982352 0.983784 0.985212 0.986654 0.988136 0.989682 0.991293 0.992942 0.994564 0.99606 0.99731 0.998183 
0.998285 0.997962 0.996919 0.995355 0.993501 0.991568 0.989696 0.987934 0.986253 0.984592 0.982914 0.981216 0.979511 0.977816 0.976133 0.97446 0.972793 0.971129 0.969471 0.96782 0.966177 0.964542 0.962915 0.961297 0.959688 0.958088 0.956498 0.954918 0.953349 0.951791 0.950244 0.948709 0.947187 0.945676 0.944179 0.942695 0.941225 0.939769 0.938327 0.9369 0.935489 0.934093 0.932712 0.931349 0.930002 0.928671 0.927359 0.926064 0.924786 0.923528 0.922288 0.921067 0.919865 0.918683 0.917522 0.91638 0.915259 0.914159 0.91308 0.912022 0.910986 0.909972 0.90898 0.908011 0.907065 0.906141 0.905241 0.904364 0.903511 0.902682 0.901877 0.901096 0.90034 0.899608 0.898902 0.89822 0.897564 0.896933 0.896327 0.895748 0.895194 0.894666 0.894164 0.893689 0.89324 0.892817 0.892421 0.892052 0.891709 0.891393 0.891105 0.890843 0.890608 0.890401 0.89022 0.890067 0.889941 0.889842 0.889771 0.889727 0.88971 0.889721 0.889759 0.889824 0.889917 0.890037 0.890184 0.890358 0.890559 0.890788 0.891044 0.891326 0.891636 0.891972 0.892335 0.892725 0.893141 0.893583 0.894052 0.894548 0.895069 0.895616 0.896189 0.896788 0.897412 0.898062 0.898737 0.899437 0.900162 0.900911 0.901685 0.902483 0.903306 0.904152 0.905022 0.905915 0.906832 0.907772 0.908734 0.909719 0.910727 0.911756 0.912807 0.91388 0.914974 0.916089 0.917225 0.918381 0.919558 0.920754 0.92197 0.923205 0.924459 0.925731 0.927023 0.928332 0.929658 0.931002 0.932364 0.933741 0.935136 0.936546 0.937972 0.939413 0.940869 0.94234 0.943825 0.945324 0.946836 0.948362 0.9499 0.951451 0.953013 0.954587 0.956172 0.957768 0.959375 0.960992 0.962619 0.964255 0.965899 0.967549 0.969207 0.970874 0.972554 0.974245 0.975945 0.977645 0.979336 0.981013 0.982685 0.984373 0.986108 0.987918 0.989805 0.991736 0.993635 0.995385 0.996847 0.997865 
0.998034 0.997658 0.996455 0.994654 0.992522 0.990297 0.988143 0.986117 0.984182 0.982272 0.980343 0.978389 0.976429 0.97448 0.972546 0.970623 0.968707 0.966795 0.964891 0.962995 0.961108 0.959231 0.957365 0.955508 0.953662 0.951827 0.950004 0.948193 0.946395 0.94461 0.942839 0.941081 0.939338 0.93761 0.935897 0.9342 0.932519 0.930855 0.929208 0.927578 0.925966 0.924372 0.922797 0.921241 0.919705 0.918189 0.916692 0.915217 0.913762 0.912329 0.910917 0.909528 0.908161 0.906817 0.905495 0.904198 0.902924 0.901674 0.900449 0.899248 0.898073 0.896922 0.895797 0.894699 0.893626 0.892579 0.89156 0.890567 0.889601 0.888663 0.887752 0.886869 0.886015 0.885188 0.88439 0.88362 0.88288 0.882168 0.881485 0.880832 0.880209 0.879615 0.87905 0.878516 0.878012 0.877538 0.877094 0.87668 0.876297 0.875945 0.875623 0.875332 0.875072 0.874843 0.874644 0.874477 0.87434 0.874235 0.87416 0.874117 0.874104 0.874123 0.874173 0.874253 0.874365 0.874508 0.874681 0.874886 0.875121 0.875388 0.875685 0.876012 0.87637 0.876759 0.877178 0.877627 0.878106 0.878615 0.879155 0.879724 0.880322 0.880951 0.881608 0.882295 0.88301 0.883754 0.884527 0.885329 0.886159 0.887016 0.887902 0.888815 0.889755 0.890723 0.891717 0.892738 0.893786 0.89486 0.895959 0.897084 0.898235 0.89941 0.900611 0.901835 0.903084 0.904357 0.905653 0.906973 0.908315 0.90968 0.911067 0.912476 0.913907 0.915358 0.916831 0.918324 0.919837 0.92137 0.922922 0.924493 0.926083 0.927691 0.929316 0.930959 0.932619 0.934296 0.935989 0.937697 0.939421 0.94116 0.942913 0.944681 0.946462 0.948255 0.950062 0.951881 0.953712 0.955555 0.957409 0.959273 0.961146 0.963026 0.964916 0.966816 0.968729 0.970656 0.972593 0.97453 0.976456 0.978368 0.980273 0.982196 0.984172 0.986234 0.988384 0.990585 0.992748 0.994742 0.996405 0.997561 
0.997792 0.997367 0.996011 0.993983 0.991582 0.989078 0.986654 0.984373 0.982196 0.980047 0.977876 0.975678 0.973474 0.971281 0.969106 0.966943 0.964788 0.96264 0.960498 0.958367 0.956247 0.954138 0.952041 0.949955 0.947882 0.945822 0.943775 0.941742 0.939724 0.937721 0.935733 0.933762 0.931807 0.929869 0.927949 0.926046 0.924162 0.922297 0.920452 0.918626 0.91682 0.915036 0.913272 0.91153 0.909811 0.908113 0.906439 0.904788 0.903161 0.901557 0.899979 0.898425 0.896896 0.895393 0.893917 0.892466 0.891042 0.889646 0.888276 0.886935 0.885621 0.884336 0.88308 0.881853 0.880654 0.879486 0.878347 0.877239 0.87616 0.875113 0.874096 0.873111 0.872157 0.871234 0.870343 0.869485 0.868658 0.867864 0.867103 0.866374 0.865679 0.865016 0.864387 0.863791 0.863229 0.862701 0.862206 0.861745 0.861319 0.860926 0.860568 0.860245 0.859955 0.8597 0.85948 0.859294 0.859143 0.859027 0.858945 0.858898 0.858886 0.858908 0.858966 0.859058 0.859184 0.859345 0.859541 0.859772 0.860037 0.860336 0.86067 0.861038 0.86144 0.861876 0.862347 0.862851 0.863389 0.86396 0.864565 0.865203 0.865875 0.866579 0.867316 0.868086 0.868888 0.869723 0.870589 0.871488 0.872418 0.873379 0.874372 0.875395 0.876449 0.877534 0.878648 0.879793 0.880967 0.88217 0.883402 0.884663 0.885953 0.88727 0.888615 0.889988 0.891387 0.892814 0.894266 0.895745 0.897249 0.898779 0.900333 0.901912 0.903516 0.905142 0.906793 0.908466 0.910161 0.911879 0.913619 0.915379 0.917161 0.918963 0.920785 0.922626 0.924486 0.926365 0.928262 0.930177 0.932109 0.934058 0.936023 0.938003 0.939999 0.942009 0.944034 0.946072 0.948125 0.95019 0.952268 0.954357 0.956456 0.958563 0.96068 0.96281 0.964954 0.967114 0.969284 0.971455 0.973615 0.975757 0.977892 0.980046 0.982261 0.984571 0.986981 0.989447 0.991871 0.994106 0.995969 0.997264 
