0.999124 0.998399 0.997075 0.995637 0.994318 0.99307 0.991815 0.990558 0.989326 0.988119 0.986932 0.985769 0.984632 0.983522 0.982442 0.981391 0.980373 0.979388 0.978438 0.977523 0.976645 0.975806 0.975005 0.974244 0.973524 0.972845 0.972209 0.971616 0.971066 0.970561 0.970101 0.969686 0.969317 0.968995 0.968719 0.96849 0.968308 0.968173 0.968086 0.968046 0.968054 0.968109 0.968211 0.968361 0.968558 0.968801 0.969091 0.969426 0.969807 0.970233 0.970704 0.971218 0.971775 0.972375 0.973016 0.973698 0.97442 0.975181 0.975979 0.976815 0.977686 0.978591 0.97953 0.9805 0.981501 0.982531 0.98359 0.984673 0.985779 0.98691 0.988066 0.989244 0.990435 0.99163 0.99283 0.99406 0.995362 0.996734 0.99804 0.998957 
0.998346 0.996977 0.994462 0.991773 0.989332 0.987005 0.98464 0.98227 0.979954 0.977687 0.975451 0.973254 0.971103 0.969002 0.966951 0.964954 0.963014 0.961133 0.959313 0.957558 0.955869 0.95425 0.952701 0.951226 0.949825 0.948502 0.947258 0.946094 0.945013 0.944015 0.943103 0.942277 0.941538 0.940889 0.940328 0.939859 0.93948 0.939193 0.938998 0.938896 0.938886 0.938968 0.939143 0.939411 0.93977 0.94022 0.940761 0.941392 0.942112 0.94292 0.943815 0.944795 0.945859 0.947006 0.948234 0.949541 0.950925 0.952385 0.953917 0.955521 0.957193 0.958931 0.960732 0.962594 0.964515 0.966491 0.96852 0.970596 0.972716 0.974882 0.977099 0.979358 0.981635 0.98391 0.986201 0.988571 0.991087 0.99372 0.996211 0.997982 
0.997274 0.995069 0.990944 0.986504 0.982468 0.978626 0.974722 0.970807 0.966978 0.963223 0.959516 0.955869 0.952296 0.9488 0.945383 0.942052 0.938811 0.935665 0.932619 0.929677 0.926843 0.924121 0.921516 0.919032 0.916672 0.91444 0.912339 0.910372 0.908543 0.906854 0.905308 0.903906 0.902652 0.901547 0.900593 0.89979 0.899141 0.898646 0.898306 0.898122 0.898093 0.89822 0.898502 0.89894 0.899531 0.900276 0.901174 0.902222 0.903419 0.904764 0.906255 0.907888 0.909663 0.911576 0.913624 0.915804 0.918113 0.920548 0.923105 0.92578 0.928569 0.931469 0.934474 0.93758 0.940784 0.944081 0.947465 0.950927 0.954461 0.958074 0.961772 0.965539 0.969335 0.973127 0.976947 0.980901 0.985098 0.989485 0.993636 0.996608 
0.99615 0.993046 0.987218 0.980925 0.975199 0.969755 0.964229 0.958686 0.953262 0.947943 0.942693 0.93753 0.932473 0.927526 0.922692 0.917981 0.9134 0.908956 0.904655 0.900504 0.896509 0.892675 0.88901 0.885518 0.882204 0.879074 0.876131 0.873381 0.870827 0.868473 0.866322 0.864377 0.86264 0.861115 0.859803 0.858706 0.857826 0.857162 0.856717 0.85649 0.856481 0.856691 0.857118 0.857763 0.858623 0.859697 0.860985 0.862483 0.864189 0.866101 0.868216 0.87053 0.873041 0.875744 0.878635 0.881711 0.884967 0.888397 0.891998 0.895763 0.899687 0.903765 0.90799 0.912355 0.916857 0.921489 0.926243 0.931104 0.936067 0.941139 0.946329 0.951617 0.956945 0.962267 0.967627 0.973174 0.979063 0.985221 0.991047 0.995217 
0.995079 0.99109 0.983624 0.975558 0.968217 0.961244 0.95417 0.947075 0.940135 0.933335 0.926629 0.920038 0.913588 0.907284 0.90113 0.895138 0.889319 0.883679 0.878226 0.87297 0.867918 0.863076 0.858452 0.854052 0.849882 0.845948 0.842255 0.838809 0.835612 0.832671 0.829988 0.827566 0.82541 0.82352 0.8219 0.820552 0.819476 0.818674 0.818147 0.817895 0.817918 0.818216 0.818787 0.819632 0.820748 0.822133 0.823787 0.825705 0.827885 0.830324 0.833018 0.835964 0.839156 0.842591 0.846264 0.850168 0.854299 0.85865 0.863216 0.867989 0.872963 0.87813 0.883483 0.889014 0.894716 0.900583 0.906603 0.912759 0.919043 0.925465 0.932037 0.938733 0.945479 0.952217 0.959001 0.966021 0.973476 0.981276 0.988654 0.993927 
0.994063 0.989248 0.980232 0.970491 0.961628 0.953214 0.944679 0.936121 0.927754 0.919562 0.911486 0.903552 0.895792 0.888211 0.880815 0.873618 0.866631 0.859863 0.853323 0.84702 0.840964 0.835162 0.829622 0.824351 0.819356 0.814643 0.81022 0.80609 0.802259 0.798733 0.795515 0.792609 0.79002 0.78775 0.785801 0.784177 0.782879 0.781908 0.781267 0.780955 0.780972 0.781319 0.781995 0.782998 0.784328 0.785982 0.787957 0.790252 0.792862 0.795784 0.799014 0.802547 0.806377 0.810501 0.814911 0.819601 0.824564 0.829794 0.835283 0.841023 0.847005 0.853222 0.859662 0.866317 0.87318 0.880243 0.887491 0.894903 0.90247 0.910202 0.918116 0.926181 0.934309 0.942426 0.950596 0.95905 0.968027 0.977425 0.986319 0.992677 
0.993075 0.987478 0.976966 0.965601 0.955263 0.945451 0.935499 0.925519 0.915763 0.906209 0.896792 0.887539 0.878489 0.869647 0.861019 0.852622 0.844466 0.836564 0.828925 0.821561 0.81448 0.807693 0.801208 0.795034 0.789178 0.78365 0.778455 0.773601 0.769094 0.76494 0.761145 0.757713 0.754649 0.751957 0.749641 0.747704 0.746149 0.744977 0.744191 0.74379 0.743777 0.74415 0.744909 0.746054 0.747582 0.749491 0.751778 0.754441 0.757475 0.760876 0.764639 0.768759 0.773229 0.778044 0.783196 0.788677 0.794481 0.800598 0.807019 0.813736 0.820738 0.828015 0.835556 0.84335 0.851387 0.85966 0.86815 0.876835 0.8857 0.894758 0.90403 0.913482 0.923009 0.932523 0.942095 0.951997 0.962514 0.973527 0.983954 0.991419 
0.992093 0.985724 0.973728 0.960746 0.948936 0.93773 0.926364 0.914962 0.903812 0.892892 0.882125 0.871543 0.861188 0.851067 0.841188 0.831569 0.822222 0.813162 0.804399 0.795947 0.787817 0.780019 0.772566 0.765466 0.75873 0.752367 0.746385 0.740794 0.7356 0.730811 0.726434 0.722474 0.718938 0.715829 0.713153 0.710912 0.709111 0.707751 0.706835 0.706363 0.706336 0.706754 0.707616 0.708922 0.710668 0.712852 0.715472 0.718522 0.721999 0.725897 0.730211 0.734935 0.740061 0.745582 0.751489 0.757775 0.76443 0.771444 0.778807 0.786509 0.794537 0.802881 0.811527 0.820462 0.829676 0.839159 0.848892 0.858848 0.869009 0.879391 0.890015 0.900849 0.911772 0.922679 0.933646 0.944984 0.95703 0.969651 0.981604 0.99017 
0.991113 0.983961 0.970477 0.955874 0.942587 0.929982 0.917197 0.904367 0.891817 0.879525 0.867404 0.855487 0.843824 0.832423 0.821292 0.810451 0.799917 0.789703 0.779824 0.770295 0.761128 0.752336 0.743933 0.735929 0.728336 0.721164 0.714425 0.708126 0.702277 0.696886 0.69196 0.687506 0.68353 0.680037 0.677033 0.67452 0.672503 0.670984 0.669965 0.669446 0.669429 0.669913 0.670896 0.672379 0.674357 0.676828 0.679789 0.683234 0.687158 0.691556 0.696422 0.701747 0.707525 0.713746 0.720402 0.727482 0.734977 0.742876 0.751166 0.759836 0.768874 0.778266 0.787996 0.798051 0.80842 0.81909 0.830041 0.841243 0.852675 0.864351 0.876301 0.888488 0.90078 0.913051 0.925382 0.938123 0.951662 0.965857 0.979308 0.988946 
0.990144 0.982206 0.967242 0.951027 0.93627 0.922276 0.908082 0.893836 0.8799 0.866251 0.852791 0.839559 0.826608 0.813949 0.80159 0.789554 0.77786 0.766524 0.75556 0.744986 0.734816 0.725065 0.715745 0.706872 0.698455 0.690508 0.683041 0.676065 0.669588 0.66362 0.658168 0.65324 0.648843 0.644982 0.641662 0.638887 0.636661 0.634988 0.633868 0.633303 0.633293 0.633838 0.634938 0.63659 0.638791 0.641539 0.644828 0.648655 0.653013 0.657896 0.663297 0.669208 0.67562 0.682524 0.689909 0.697766 0.706081 0.714844 0.724042 0.73366 0.743686 0.754104 0.764898 0.776051 0.787551 0.799385 0.811532 0.823957 0.836636 0.849584 0.862833 0.876349 0.889987 0.903601 0.91727 0.931385 0.946387 0.962129 0.977054 0.987745 
